rt,response,subject,sim_num,r_diff_norm,valence,valence_left,valence_right,rating_left,rating_right,delta_valence,valence_chosen,valence_chosen_int,choice,v_intercept,v_delta_valence,v_r_diff_norm
3803.7900924682617,-1.0,study1_191,1,0.446308724832215,NegNeg,negative,negative,14,73,0,negative,0,0,0.0305481144357809,-0.0092129141132283,1.4761167818406715
6338.327884674072,-1.0,study1_191,1,0.0570469798657718,NegNeg,negative,negative,5,6,0,negative,0,0,0.0305481144357809,-0.0092129141132283,1.4761167818406715
6788.172245025635,1.0,study1_191,1,0.0838926174496645,PosPos,positive,positive,61,66,0,positive,1,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
1688.2354021072388,-1.0,study1_191,1,-0.0436241610738255,PosPos,positive,positive,65,51,0,positive,1,0,0.0305481144357809,-0.0092129141132283,1.4761167818406715
2482.996702194214,-1.0,study1_191,1,-0.5,PosNeg,positive,negative,84,2,-1,positive,1,0,0.0305481144357809,-0.0092129141132283,1.4761167818406715
3729.235887527466,-1.0,study1_191,1,-0.0973154362416108,PosPos,positive,positive,83,61,0,positive,1,0,0.0305481144357809,-0.0092129141132283,1.4761167818406715
894.269049167633,1.0,study1_191,1,0.5,PosNeg,negative,positive,10,77,1,positive,1,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
4614.006042480469,1.0,study1_191,1,0.338926174496644,NegNeg,negative,negative,6,49,0,negative,0,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
4092.128276824951,1.0,study1_191,1,-0.0369127516778524,PosNeg,positive,negative,63,50,-1,negative,0,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
3394.9737548828125,1.0,study1_191,1,0.345637583892617,PosNeg,negative,positive,36,80,1,positive,1,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
969.2518711090088,1.0,study1_191,1,0.312080536912752,NegNeg,negative,negative,18,57,0,negative,0,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
1073.2057094573977,1.0,study1_191,1,0.224832214765101,NegNeg,negative,negative,40,66,0,negative,0,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
3118.3743476867676,1.0,study1_191,1,-0.110738255033557,NegNeg,negative,negative,63,39,0,negative,0,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
757.9643726348877,1.0,study1_191,1,0.0637583892617449,PosPos,positive,positive,55,57,0,positive,1,1,0.0305481144357809,-0.0092129141132283,1.4761167818406715
1494.756579399109,-1.0,study1_191,1,-0.224832214765101,PosNeg,positive,negative,57,16,-1,positive,1,0,0.0305481144357809,-0.0092129141132283,1.4761167818406715
821.0307359695435,-1.0,study1_191,1,-0.151006711409396,PosPos,positive,positive,55,25,0,positive,1,0,0.0305481144357809,-0.0092129141132283,1.4761167818406715
870.725154876709,-1.0,study1_3,1,0.25,PosNeg,positive,negative,50,100,-1,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1484.599471092224,1.0,study1_3,1,0.24,PosNeg,negative,positive,0,48,1,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1887.206435203552,-1.0,study1_3,1,-0.345,PosPos,positive,positive,69,0,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
2459.2673778533936,-1.0,study1_3,1,0.5,PosPos,positive,positive,0,100,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
2212.3117446899414,-1.0,study1_3,1,-0.25,PosPos,positive,positive,50,0,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
892.7062153816223,-1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1219.8165655136108,-1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
3148.4880447387695,1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,1,0.0056370226002247,1.0627205212279378,1.640619969632676
827.6944160461426,1.0,study1_3,1,0.245,PosNeg,negative,positive,0,49,1,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1289.2721891403198,-1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
920.7108616828918,-1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
957.0491313934326,-1.0,study1_3,1,-0.5,PosNeg,positive,negative,100,0,-1,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
876.7657279968262,1.0,study1_3,1,0.5,PosNeg,negative,positive,0,100,1,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1765.1844024658203,-1.0,study1_3,1,-0.5,PosPos,positive,positive,100,0,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
2093.2109355926514,1.0,study1_3,1,0.2,PosPos,positive,positive,60,100,0,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
681.0025572776794,-1.0,study1_3,1,-0.5,PosNeg,positive,negative,100,0,-1,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1449.3693113327026,-1.0,study1_3,1,-0.245,PosNeg,positive,negative,49,0,-1,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
5025.423049926758,-1.0,study1_3,1,0.0,PosPos,positive,positive,100,100,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1467.7481651306152,-1.0,study1_3,1,0.0,PosPos,positive,positive,74,74,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1672.364354133606,-1.0,study1_3,1,0.135,PosNeg,positive,negative,73,100,-1,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1461.455464363098,-1.0,study1_3,1,0.0,PosPos,positive,positive,100,100,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1271.867036819458,-1.0,study1_3,1,-0.245,NegNeg,negative,negative,49,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
685.5518817901611,1.0,study1_3,1,-0.5,PosNeg,negative,positive,100,0,1,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1158.926248550415,1.0,study1_3,1,0.335,PosNeg,negative,positive,33,100,1,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1671.7318296432495,-1.0,study1_3,1,0.14,PosPos,positive,positive,72,100,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
899.1623520851135,-1.0,study1_3,1,0.0,PosPos,positive,positive,100,100,0,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
2922.7380752563477,-1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
1436.018705368042,1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,1,0.0056370226002247,1.0627205212279378,1.640619969632676
757.561445236206,-1.0,study1_3,1,-0.04,NegNeg,negative,negative,8,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
925.429344177246,-1.0,study1_3,1,-0.5,PosNeg,positive,negative,100,0,-1,positive,1,0,0.0056370226002247,1.0627205212279378,1.640619969632676
720.3075885772705,1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1374.6474981307983,1.0,study1_3,1,0.5,PosNeg,negative,positive,0,100,1,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1759.611964225769,-1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
885.0569128990173,1.0,study1_3,1,0.0,PosPos,positive,positive,100,100,0,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1335.2090120315552,1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1003.6866664886476,1.0,study1_3,1,0.5,PosNeg,negative,positive,0,100,1,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
3016.74222946167,-1.0,study1_3,1,0.0,NegNeg,negative,negative,0,0,0,negative,0,0,0.0056370226002247,1.0627205212279378,1.640619969632676
3017.155170440674,1.0,study1_3,1,0.165,PosPos,positive,positive,67,100,0,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1048.2563972473145,1.0,study1_3,1,0.0,PosPos,positive,positive,100,100,0,positive,1,1,0.0056370226002247,1.0627205212279378,1.640619969632676
1015.4273509979248,1.0,study1_309,1,0.5,PosNeg,negative,positive,23,86,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
2231.0736179351807,1.0,study1_309,1,0.173913043478261,PosPos,positive,positive,69,87,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1770.1456546783447,-1.0,study1_309,1,0.0797101449275363,NegNeg,negative,negative,46,51,0,negative,0,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
980.2122712135316,1.0,study1_309,1,0.159420289855073,PosPos,positive,positive,57,73,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1575.1157999038696,1.0,study1_309,1,0.181159420289855,NegNeg,negative,negative,53,72,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
2184.1516494750977,1.0,study1_309,1,0.231884057971015,PosPos,positive,positive,68,94,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
974.1772413253784,-1.0,study1_309,1,-0.0797101449275363,NegNeg,negative,negative,69,52,0,negative,0,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
2346.7042446136475,1.0,study1_309,1,0.130434782608696,NegNeg,negative,negative,26,38,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1293.765902519226,1.0,study1_309,1,0.5,PosNeg,negative,positive,4,67,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1430.3909540176392,1.0,study1_309,1,0.420289855072464,PosNeg,negative,positive,15,67,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1252.0127296447754,1.0,study1_309,1,0.195652173913043,PosNeg,negative,positive,56,77,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
921.1403727531432,1.0,study1_309,1,0.355072463768116,NegNeg,negative,negative,33,76,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
3696.2718963623047,1.0,study1_309,1,0.27536231884058,PosPos,positive,positive,35,67,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1284.325122833252,-1.0,study1_309,1,0.268115942028985,PosPos,positive,positive,60,91,0,positive,1,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
1377.1789073944092,1.0,study1_309,1,0.253623188405797,NegNeg,negative,negative,38,67,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1635.002851486206,-1.0,study1_309,1,-0.0434782608695652,PosPos,positive,positive,85,73,0,positive,1,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
2146.068334579468,1.0,study1_309,1,0.101449275362319,PosPos,positive,positive,72,80,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1913.1126403808591,1.0,study1_309,1,-0.195652173913043,NegNeg,negative,negative,37,4,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1440.1768445968628,1.0,study1_309,1,0.369565217391304,PosNeg,negative,positive,14,59,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
5470.277309417725,-1.0,study1_309,1,0.239130434782609,PosPos,positive,positive,58,85,0,positive,1,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
756.1266422271729,1.0,study1_309,1,0.0,PosPos,positive,positive,64,58,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
2309.176206588745,-1.0,study1_309,1,-0.0869565217391304,PosNeg,positive,negative,74,56,-1,positive,1,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
1294.8254346847534,1.0,study1_309,1,0.152173913043478,NegNeg,negative,negative,4,19,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
839.8184180259705,-1.0,study1_309,1,-0.282608695652174,PosNeg,positive,negative,77,32,-1,positive,1,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
881.6103935241699,1.0,study1_309,1,-0.0579710144927536,PosPos,positive,positive,92,78,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
2726.438522338867,1.0,study1_309,1,-0.0217391304347826,PosPos,positive,positive,82,73,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1163.616418838501,1.0,study1_309,1,0.260869565217391,PosNeg,negative,positive,30,60,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
749.2308616638184,1.0,study1_309,1,0.173913043478261,PosNeg,negative,positive,49,67,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
2631.279468536377,1.0,study1_309,1,0.0797101449275363,NegNeg,negative,negative,30,35,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
817.5969123840332,1.0,study1_309,1,0.304347826086957,PosNeg,negative,positive,40,76,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1453.9070129394531,1.0,study1_309,1,0.101449275362319,NegNeg,negative,negative,23,31,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
915.4900908470154,1.0,study1_309,1,-0.5,PosNeg,positive,negative,94,19,-1,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1918.0110692977903,1.0,study1_309,1,0.456521739130435,NegNeg,negative,negative,22,79,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1151.9614458084106,1.0,study1_309,1,0.289855072463768,PosPos,positive,positive,45,79,0,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1259.7228288650513,1.0,study1_309,1,-0.188405797101449,NegNeg,negative,negative,53,21,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
1114.466428756714,1.0,study1_309,1,0.282608695652174,PosNeg,negative,positive,34,67,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
2472.1524715423584,1.0,study1_309,1,0.253623188405797,NegNeg,negative,negative,2,31,0,negative,0,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
938.3096694946288,-1.0,study1_309,1,-0.181159420289855,PosPos,positive,positive,83,52,0,positive,1,0,0.0610236139164729,1.0208396647019606,1.7248992061221973
1012.020468711853,1.0,study1_309,1,-0.0579710144927536,PosNeg,negative,positive,54,40,1,positive,1,1,0.0610236139164729,1.0208396647019606,1.7248992061221973
2560.654878616333,1.0,study1_269,1,-0.0912408759124088,NegNeg,negative,negative,23,14,0,negative,0,1,-0.0370205539402242,1.233070921449812,2.145229057082378
768.2453989982605,-1.0,study1_269,1,-0.470802919708029,PosNeg,positive,negative,81,20,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
2135.3139877319336,-1.0,study1_269,1,-0.5,PosNeg,positive,negative,75,10,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1621.8161582946775,-1.0,study1_269,1,0.0912408759124088,NegNeg,negative,negative,4,20,0,negative,0,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1414.2285585403442,-1.0,study1_269,1,0.0620437956204379,PosPos,positive,positive,57,69,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1206.723928451538,-1.0,study1_269,1,-0.193430656934307,PosNeg,positive,negative,62,39,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
841.8733477592468,1.0,study1_269,1,0.339416058394161,PosNeg,negative,positive,22,72,1,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
957.5406908988951,-1.0,study1_269,1,-0.12043795620438,PosPos,positive,positive,61,48,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1388.4201049804688,1.0,study1_269,1,-0.171532846715328,NegNeg,negative,negative,26,6,0,negative,0,1,-0.0370205539402242,1.233070921449812,2.145229057082378
852.5851368904114,1.0,study1_269,1,-0.0401459854014599,PosPos,positive,positive,74,72,0,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
1231.2939167022705,1.0,study1_269,1,0.397810218978102,PosNeg,negative,positive,8,66,1,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
896.2405920028687,-1.0,study1_269,1,-0.332116788321168,PosNeg,positive,negative,54,12,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
941.9699311256408,-1.0,study1_269,1,-0.441605839416058,PosNeg,positive,negative,70,13,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1032.547950744629,-1.0,study1_269,1,-0.332116788321168,PosNeg,positive,negative,47,5,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1051.937222480774,1.0,study1_269,1,0.0620437956204379,PosNeg,negative,positive,43,55,1,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
2976.5372276306152,1.0,study1_269,1,-0.0839416058394161,PosPos,positive,positive,79,71,0,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
1399.0246057510376,-1.0,study1_269,1,0.0182481751824818,PosPos,positive,positive,67,73,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1224.6272563934326,-1.0,study1_269,1,-0.302919708029197,NegNeg,negative,negative,43,5,0,negative,0,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1218.898892402649,1.0,study1_269,1,0.5,PosNeg,negative,positive,9,81,1,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
1141.9219970703125,1.0,study1_269,1,-0.0839416058394161,NegNeg,negative,negative,19,11,0,negative,0,1,-0.0370205539402242,1.233070921449812,2.145229057082378
864.5824193954468,-1.0,study1_269,1,-0.0401459854014599,PosNeg,positive,negative,69,67,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
812.8080368041992,-1.0,study1_269,1,-0.127737226277372,NegNeg,negative,negative,34,20,0,negative,0,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1033.9314937591553,-1.0,study1_269,1,0.0547445255474452,NegNeg,negative,negative,15,26,0,negative,0,0,-0.0370205539402242,1.233070921449812,2.145229057082378
2379.715919494629,-1.0,study1_269,1,-0.186131386861314,NegNeg,negative,negative,24,2,0,negative,0,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1397.4356651306152,-1.0,study1_269,1,-0.0839416058394161,PosPos,positive,positive,65,57,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
989.1329407691956,-1.0,study1_269,1,0.0036496350364964,PosPos,positive,positive,63,67,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
986.721396446228,1.0,study1_269,1,-0.0328467153284672,NegNeg,negative,negative,13,12,0,negative,0,1,-0.0370205539402242,1.233070921449812,2.145229057082378
1544.8516607284546,-1.0,study1_269,1,-0.397810218978102,PosNeg,positive,negative,66,15,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
704.7929763793945,-1.0,study1_269,1,-0.375912408759124,PosNeg,positive,negative,59,11,-1,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1524.5517492294312,-1.0,study1_269,1,-0.0766423357664234,PosPos,positive,positive,59,52,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
3541.517734527588,-1.0,study1_269,1,-0.0182481751824817,PosPos,positive,positive,72,73,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
2439.199447631836,-1.0,study1_269,1,-0.0693430656934307,NegNeg,negative,negative,11,5,0,negative,0,0,-0.0370205539402242,1.233070921449812,2.145229057082378
1856.9358587265017,-1.0,study1_269,1,-0.0912408759124088,NegNeg,negative,negative,18,9,0,negative,0,0,-0.0370205539402242,1.233070921449812,2.145229057082378
808.1250190734863,1.0,study1_269,1,-0.0328467153284672,NegNeg,negative,negative,9,8,0,negative,0,1,-0.0370205539402242,1.233070921449812,2.145229057082378
1500.2974271774292,1.0,study1_269,1,-0.0547445255474452,PosPos,positive,positive,64,60,0,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
1497.1858263015747,1.0,study1_269,1,0.0328467153284672,PosPos,positive,positive,70,78,0,positive,1,1,-0.0370205539402242,1.233070921449812,2.145229057082378
5688.808441162109,-1.0,study1_269,1,-0.105839416058394,PosPos,positive,positive,72,61,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
3449.671983718872,-1.0,study1_269,1,-0.14963503649635,PosPos,positive,positive,68,51,0,positive,1,0,-0.0370205539402242,1.233070921449812,2.145229057082378
2288.8505458831787,1.0,study1_270,1,0.195364238410596,NegNeg,negative,negative,0,54,0,negative,0,1,0.1074188617233696,0.1249596701813413,1.910576521808404
980.8279275894164,-1.0,study1_270,1,-0.447019867549669,NegNeg,negative,negative,43,0,0,negative,0,0,0.1074188617233696,0.1249596701813413,1.910576521808404
894.340991973877,-1.0,study1_270,1,-0.162251655629139,NegNeg,negative,negative,0,0,0,negative,0,0,0.1074188617233696,0.1249596701813413,1.910576521808404
1199.8790502548218,-1.0,study1_270,1,-0.16887417218543,PosNeg,negative,positive,62,61,1,negative,0,0,0.1074188617233696,0.1249596701813413,1.910576521808404
1012.4738216400146,1.0,study1_270,1,-0.162251655629139,NegNeg,negative,negative,0,0,0,negative,0,1,0.1074188617233696,0.1249596701813413,1.910576521808404
753.1490921974182,-1.0,study1_270,1,-0.314569536423841,PosPos,positive,positive,70,47,0,positive,1,0,0.1074188617233696,0.1249596701813413,1.910576521808404
789.9815440177917,-1.0,study1_270,1,0.135761589403974,PosNeg,negative,positive,0,45,1,negative,0,0,0.1074188617233696,0.1249596701813413,1.910576521808404
1084.8956108093262,1.0,study1_270,1,-0.380794701986755,PosPos,positive,positive,100,67,0,positive,1,1,0.1074188617233696,0.1249596701813413,1.910576521808404
2674.88169670105,1.0,study1_270,1,-0.129139072847682,PosPos,positive,positive,50,55,0,positive,1,1,0.1074188617233696,0.1249596701813413,1.910576521808404
1481.7144870758057,-1.0,study1_270,1,-0.374172185430464,PosPos,positive,positive,65,33,0,positive,1,0,0.1074188617233696,0.1249596701813413,1.910576521808404
960.91490983963,-1.0,study1_270,1,-0.5,PosNeg,positive,negative,51,0,-1,positive,1,0,0.1074188617233696,0.1249596701813413,1.910576521808404
1452.7347087860107,-1.0,study1_270,1,-0.45364238410596,PosNeg,positive,negative,44,0,-1,positive,1,0,0.1074188617233696,0.1249596701813413,1.910576521808404
909.0569615364076,1.0,study1_270,1,-0.155629139072848,PosPos,positive,positive,48,49,0,positive,1,1,0.1074188617233696,0.1249596701813413,1.910576521808404
2812.1912479400635,-1.0,study1_270,1,-0.0629139072847682,PosPos,positive,positive,69,84,0,positive,1,0,0.1074188617233696,0.1249596701813413,1.910576521808404
783.9909195899963,-1.0,study1_270,1,-0.486754966887417,NegNeg,negative,negative,49,0,0,negative,0,0,0.1074188617233696,0.1249596701813413,1.910576521808404
1169.333815574646,-1.0,study1_270,1,-0.493377483443709,NegNeg,negative,negative,50,0,0,negative,0,0,0.1074188617233696,0.1249596701813413,1.910576521808404
828.1586766242981,-1.0,study1_270,1,-0.354304635761589,NegNeg,negative,negative,29,0,0,negative,0,0,0.1074188617233696,0.1249596701813413,1.910576521808404
761.8291974067688,-1.0,study1_270,1,-0.208609271523179,PosNeg,positive,negative,49,42,-1,positive,1,0,0.1074188617233696,0.1249596701813413,1.910576521808404
875.4472732543945,1.0,study1_270,1,0.5,PosNeg,negative,positive,0,100,1,positive,1,1,0.1074188617233696,0.1249596701813413,1.910576521808404
